Vardas              Pavardė            ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    ND11    ND12    ND13    ND14    ND15    EGZ     
Vardas302           Pavardė302         2       4       9       9       5       3       10      3       7       5       3       8       8       0       1       6       
Vardas303           Pavardė303         7       10      0       3       3       7       9       2       4       7       4       7       5       10      10      3       
Vardas304           Pavardė304         8       0       3       5       0       6       5       5       6       4       0       4       6       5       10      1       
Vardas305           Pavardė305         5       9       4       2       9       4       4       2       1       9       0       5       9       5       6       9       
Vardas306           Pavardė306         6       7       3       1       9       4       7       2       2       1       5       10      7       8       1       5       
Vardas307           Pavardė307         6       8       9       4       4       1       8       3       8       3       4       0       2       3       5       2       
Vardas308           Pavardė308         1       0       10      4       1       2       8       5       0       2       8       0       5       10      4       7       
Vardas309           Pavardė309         7       9       3       0       0       2       2       1       8       8       4       5       2       0       9       8       
Vardas310           Pavardė310         6       6       4       1       9       8       0       10      9       0       9       3       4       4       5       10      
Vardas311           Pavardė311         10      3       3       3       6       10      4       10      10      3       1       8       2       0       0       5       
Vardas312           Pavardė312         6       0       7       10      7       0       6       5       2       5       2       1       3       4       10      1       
Vardas313           Pavardė313         5       7       9       8       0       3       1       0       6       1       2       5       10      8       2       8       
Vardas314           Pavardė314         0       9       1       3       8       8       10      10      9       9       8       1       3       4       4       3       
Vardas315           Pavardė315         4       3       3       10      9       9       5       7       10      0       4       3       5       8       2       1       
Vardas316           Pavardė316         6       3       7       3       3       3       5       7       2       7       3       1       5       1       3       10      
Vardas317           Pavardė317         3       2       8       2       3       4       0       9       7       6       6       4       10      4       10      3       
Vardas318           Pavardė318         0       1       8       7       8       2       3       4       6       4       10      10      4       1       5       9       
Vardas319           Pavardė319         6       4       7       7       9       7       6       5       9       6       10      1       1       7       3       1       
Vardas320           Pavardė320         7       2       10      7       8       1       10      7       3       5       0       3       4       3       1       10      
Vardas321           Pavardė321         7       1       3       10      10      6       3       9       5       7       0       1       4       6       5       10      
Vardas322           Pavardė322         8       8       7       1       7       6       9       9       2       0       6       1       9       5       4       8       
Vardas323           Pavardė323         2       4       9       10      0       6       3       0       5       2       6       9       3       9       8       0       
Vardas324           Pavardė324         8       6       9       6       5       2       7       7       10      3       3       7       3       4       7       0       
Vardas325           Pavardė325         5       1       5       4       6       5       2       3       1       1       4       2       7       4       3       4       
Vardas326           Pavardė326         0       10      0       8       10      3       0       3       4       10      5       8       2       3       8       0       
Vardas327           Pavardė327         6       7       8       9       7       10      5       10      7       3       2       9       2       3       5       5       
Vardas328           Pavardė328         1       6       8       2       5       4       0       9       0       5       0       7       4       7       3       10      
Vardas329           Pavardė329         0       2       3       6       10      8       2       6       5       8       8       9       3       8       2       4       
Vardas330           Pavardė330         6       7       3       10      0       10      9       0       2       4       3       5       4       1       0       2       
Vardas331           Pavardė331         2       0       9       3       8       5       5       9       2       7       7       1       0       8       3       1       
Vardas332           Pavardė332         8       7       3       2       5       9       5       5       0       7       0       5       7       8       8       7       
Vardas333           Pavardė333         4       9       7       5       2       5       3       4       0       4       4       5       3       10      8       0       
Vardas334           Pavardė334         9       3       1       3       7       0       0       8       2       5       10      4       8       2       4       10      
Vardas335           Pavardė335         2       3       0       3       4       10      8       3       4       8       7       5       8       8       2       9       
Vardas336           Pavardė336         1       9       8       2       3       2       8       5       3       7       5       8       6       1       3       7       
Vardas337           Pavardė337         10      7       2       7       10      7       6       4       1       3       0       0       6       0       10      2       
Vardas338           Pavardė338         2       4       2       3       8       9       6       5       3       7       7       4       8       1       2       5       
Vardas339           Pavardė339         5       3       8       2       0       7       3       0       6       1       6       1       4       7       1       7       
Vardas340           Pavardė340         0       5       2       2       2       10      1       5       8       3       5       4       8       5       6       8       
Vardas341           Pavardė341         10      3       2       9       7       0       3       0       7       8       3       9       2       1       9       2       
Vardas342           Pavardė342         7       7       7       8       5       0       1       9       3       7       4       10      1       7       2       10      
Vardas343           Pavardė343         10      1       10      8       7       7       5       4       1       3       0       6       2       0       8       10      
Vardas344           Pavardė344         7       10      6       6       1       6       1       4       9       2       0       3       6       3       2       10      
Vardas345           Pavardė345         8       0       0       10      8       4       0       7       10      0       1       5       2       10      9       0       
Vardas346           Pavardė346         9       0       0       3       4       0       7       5       4       7       4       9       2       2       1       5       
Vardas347           Pavardė347         6       6       2       3       10      8       8       3       4       5       8       7       5       8       3       6       
Vardas348           Pavardė348         7       8       7       7       7       10      10      10      10      5       8       8       1       10      8       3       
Vardas349           Pavardė349         1       7       10      0       10      5       6       5       8       6       4       2       8       4       7       0       
Vardas350           Pavardė350         9       4       5       6       6       8       10      0       10      5       4       6       10      3       7       10      
Vardas351           Pavardė351         4       3       0       1       10      10      7       8       7       7       4       5       4       2       4       2       
Vardas352           Pavardė352         3       6       6       3       8       9       6       0       6       1       2       2       0       5       0       0       
Vardas353           Pavardė353         4       6       9       0       7       3       0       1       1       10      9       0       9       10      1       1       
Vardas354           Pavardė354         10      3       3       2       8       4       10      3       7       6       9       2       3       0       3       8       
Vardas355           Pavardė355         0       6       10      5       0       6       1       5       1       7       10      8       5       1       7       2       
Vardas356           Pavardė356         9       0       6       1       4       9       0       9       3       4       3       1       6       8       9       0       
Vardas357           Pavardė357         0       1       6       10      2       4       2       0       9       4       2       6       5       2       0       1       
Vardas358           Pavardė358         9       9       4       3       4       8       8       8       0       1       5       7       8       3       6       1       
Vardas359           Pavardė359         1       10      9       10      0       1       9       10      1       2       4       4       6       1       7       9       
Vardas360           Pavardė360         1       3       7       9       0       5       9       9       6       2       3       9       1       0       7       10      
Vardas361           Pavardė361         5       7       9       7       4       8       9       6       1       0       5       10      8       3       4       7       
Vardas362           Pavardė362         5       0       8       4       10      10      7       2       5       4       10      0       3       7       9       9       
Vardas363           Pavardė363         1       1       2       0       6       1       9       6       7       9       4       1       2       3       5       7       
Vardas364           Pavardė364         8       7       3       8       4       4       9       0       9       9       3       4       5       7       5       2       
Vardas365           Pavardė365         8       7       3       7       8       9       1       8       6       2       1       4       2       8       8       10      
Vardas366           Pavardė366         8       8       10      1       7       9       6       6       3       7       0       0       7       8       9       0       
Vardas367           Pavardė367         6       1       2       0       5       0       0       7       10      4       9       10      8       1       5       4       
Vardas368           Pavardė368         2       10      3       3       9       2       1       10      0       10      10      0       6       8       6       1       
Vardas369           Pavardė369         3       2       9       0       8       9       2       4       7       10      7       7       8       2       9       9       
Vardas370           Pavardė370         3       2       5       2       4       10      1       10      0       7       3       8       10      5       7       10      
Vardas371           Pavardė371         7       3       3       3       5       6       7       2       1       6       4       6       2       0       3       1       
Vardas372           Pavardė372         10      3       8       4       8       5       3       2       6       9       8       6       0       2       2       6       
Vardas373           Pavardė373         7       9       10      10      7       6       5       7       1       3       3       2       0       5       10      9       
Vardas374           Pavardė374         7       10      7       3       8       6       6       2       0       9       4       7       1       9       8       7       
Vardas375           Pavardė375         7       10      5       4       1       8       8       2       1       3       6       9       9       5       1       8       
Vardas376           Pavardė376         8       7       2       3       7       10      7       9       7       5       8       3       5       8       10      4       
Vardas377           Pavardė377         4       0       3       6       2       8       2       2       9       9       9       1       4       8       8       0       
Vardas378           Pavardė378         3       8       9       4       10      10      2       0       9       4       8       7       0       10      1       5       
Vardas379           Pavardė379         9       7       4       0       5       10      3       3       0       2       9       0       10      6       8       2       
Vardas380           Pavardė380         1       8       2       3       5       1       5       3       0       3       3       6       4       1       3       1       
Vardas381           Pavardė381         0       9       0       7       9       10      4       3       4       7       8       2       6       4       3       0       
Vardas382           Pavardė382         9       4       9       2       10      0       1       2       4       7       10      0       9       10      7       6       
Vardas383           Pavardė383         10      7       4       3       7       3       4       8       0       8       7       10      6       0       6       0       
Vardas384           Pavardė384         4       7       2       6       1       3       8       2       0       4       1       4       3       6       8       10      
Vardas385           Pavardė385         10      0       6       0       7       1       6       0       2       5       2       1       9       9       2       0       
Vardas386           Pavardė386         8       10      2       6       8       7       4       3       5       7       4       0       1       10      10      10      
Vardas387           Pavardė387         7       3       4       7       1       8       7       10      10      2       0       5       4       8       5       0       
Vardas388           Pavardė388         9       5       0       7       4       8       0       5       3       5       2       5       2       8       10      4       
Vardas389           Pavardė389         2       2       9       9       3       9       8       5       9       1       8       10      10      2       6       2       
Vardas390           Pavardė390         6       0       4       0       2       3       6       10      5       10      1       7       6       7       2       5       
Vardas391           Pavardė391         10      5       6       2       7       2       0       8       4       4       2       10      10      3       2       0       
Vardas392           Pavardė392         2       7       7       0       4       5       2       3       1       9       8       5       7       3       10      1       
Vardas393           Pavardė393         0       10      7       1       1       9       1       5       0       2       10      2       9       1       5       1       
Vardas394           Pavardė394         10      8       7       0       5       7       6       10      8       0       0       7       4       0       6       5       
Vardas395           Pavardė395         4       7       4       5       10      4       7       1       3       3       4       3       1       10      10      1       
Vardas396           Pavardė396         7       4       7       6       3       10      9       10      2       3       9       6       9       1       2       9       
Vardas397           Pavardė397         3       5       7       1       7       3       8       3       10      8       9       6       1       5       10      6       
Vardas398           Pavardė398         3       6       0       4       10      7       5       6       6       4       2       5       2       10      0       5       
Vardas399           Pavardė399         4       2       5       4       2       10      2       8       6       10      4       10      5       7       0       10      
Vardas400           Pavardė400         9       9       1       8       6       1       6       3       3       7       6       0       10      8       6       4       
Vardas401           Pavardė401         2       8       8       4       7       4       1       9       5       1       2       3       8       7       4       2       
Vardas402           Pavardė402         0       5       2       7       10      2       2       4       3       2       4       4       5       7       1       2       
Vardas403           Pavardė403         6       2       0       1       8       1       4       0       9       2       9       8       4       5       1       10      
Vardas404           Pavardė404         7       10      2       10      6       0       4       9       1       7       0       10      5       5       2       6       
Vardas405           Pavardė405         3       0       3       8       0       9       6       7       8       10      1       10      5       7       0       7       
Vardas406           Pavardė406         6       5       5       9       9       0       4       6       0       8       5       4       0       3       6       10      
Vardas407           Pavardė407         8       6       8       5       10      10      5       10      0       1       1       9       0       10      1       6       
Vardas408           Pavardė408         7       1       10      9       0       6       3       6       4       3       1       10      0       1       0       5       
Vardas409           Pavardė409         0       6       4       6       0       8       5       7       8       10      10      3       9       6       3       0       
Vardas410           Pavardė410         0       4       3       10      1       1       9       7       7       4       8       7       3       3       6       2       
Vardas411           Pavardė411         1       1       8       10      6       4       6       9       5       1       8       9       5       4       6       1       
Vardas412           Pavardė412         3       4       3       4       6       1       1       0       9       9       6       0       3       3       3       2       
Vardas413           Pavardė413         3       6       6       2       9       5       0       3       0       3       7       8       8       2       5       10      
Vardas414           Pavardė414         6       3       7       10      4       10      8       3       2       3       0       4       3       10      3       9       
Vardas415           Pavardė415         3       4       1       1       9       1       10      9       4       10      9       9       10      7       4       3       
Vardas416           Pavardė416         4       7       0       2       2       0       3       7       3       8       1       7       0       0       7       2       
Vardas417           Pavardė417         9       4       7       1       8       7       9       10      1       8       3       6       8       6       5       5       
Vardas418           Pavardė418         8       5       4       6       7       10      8       9       2       1       1       10      4       8       2       6       
Vardas419           Pavardė419         2       8       7       10      0       8       8       5       1       10      3       3       10      0       8       2       
Vardas420           Pavardė420         5       7       3       0       3       6       6       2       2       6       4       2       2       10      5       3       
Vardas421           Pavardė421         5       7       7       1       5       10      6       1       5       1       6       0       10      10      6       2       
Vardas422           Pavardė422         7       9       0       3       0       1       1       4       6       3       10      2       1       6       3       4       
Vardas423           Pavardė423         3       10      5       1       10      9       9       8       3       7       8       1       5       10      6       7       
Vardas424           Pavardė424         2       0       5       10      6       8       8       6       8       0       4       1       8       5       7       6       
Vardas425           Pavardė425         4       3       3       9       1       7       2       3       5       1       0       4       0       7       0       5       
Vardas426           Pavardė426         7       0       9       2       7       2       3       5       0       7       0       2       7       1       5       9       
Vardas427           Pavardė427         10      7       0       7       4       4       4       8       0       8       4       0       3       7       6       8       
Vardas428           Pavardė428         8       2       2       2       6       9       1       4       4       0       9       8       7       1       9       10      
Vardas429           Pavardė429         2       10      9       6       0       2       4       3       6       4       3       6       3       6       2       5       
Vardas430           Pavardė430         4       2       6       8       6       8       10      8       6       2       6       6       5       9       7       5       
Vardas431           Pavardė431         2       2       8       2       1       6       0       3       6       5       3       6       4       2       6       7       
Vardas432           Pavardė432         2       0       5       8       5       7       6       6       6       9       5       6       10      9       6       2       
Vardas433           Pavardė433         5       5       8       5       7       3       8       2       8       6       10      0       8       9       5       5       
Vardas434           Pavardė434         8       10      2       4       9       5       10      3       8       10      10      10      4       1       0       10      
Vardas435           Pavardė435         2       0       10      5       10      8       2       0       6       6       0       2       2       8       8       2       
Vardas436           Pavardė436         9       2       2       3       0       0       1       9       0       10      6       0       4       5       0       6       
Vardas437           Pavardė437         7       5       7       9       7       3       9       7       8       9       0       7       5       8       7       6       
Vardas438           Pavardė438         8       4       2       3       1       5       3       6       7       4       10      8       10      6       9       6       
Vardas439           Pavardė439         2       3       3       1       9       3       1       6       5       0       8       10      3       0       8       3       
Vardas440           Pavardė440         7       3       3       6       1       1       8       2       0       6       7       7       10      3       9       4       
Vardas441           Pavardė441         7       2       7       2       10      5       1       1       8       4       3       8       6       0       8       4       
Vardas442           Pavardė442         9       1       3       8       1       6       5       2       5       0       3       2       7       9       5       4       
Vardas443           Pavardė443         7       0       4       3       4       1       7       10      1       5       3       0       7       4       1       4       
Vardas444           Pavardė444         5       7       5       6       8       9       8       5       6       10      5       8       0       2       8       10      
Vardas445           Pavardė445         3       0       2       3       6       8       10      7       0       6       6       7       8       3       8       9       
Vardas446           Pavardė446         9       4       9       0       5       4       5       9       7       9       9       5       6       0       4       2       
Vardas447           Pavardė447         5       2       3       4       9       6       7       8       6       6       3       5       0       8       10      6       
Vardas448           Pavardė448         7       6       7       9       1       7       4       5       0       3       2       7       0       5       0       6       
Vardas449           Pavardė449         0       1       5       1       9       3       5       0       3       8       6       8       6       8       10      0       
Vardas450           Pavardė450         0       3       5       10      9       5       4       8       9       9       1       4       10      10      3       5       
Vardas451           Pavardė451         4       4       0       6       9       3       9       10      7       8       1       0       7       8       0       5       
Vardas452           Pavardė452         0       0       9       10      10      2       8       5       1       10      6       10      7       0       0       5       
Vardas453           Pavardė453         10      4       4       0       10      9       10      4       3       7       3       2       1       8       9       2       
Vardas454           Pavardė454         9       4       3       9       9       9       4       10      2       8       10      2       10      8       2       8       
Vardas455           Pavardė455         4       10      1       10      0       5       1       10      6       1       2       2       4       8       7       9       
Vardas456           Pavardė456         8       4       2       3       10      3       3       1       6       0       10      5       4       3       0       1       
Vardas457           Pavardė457         6       8       8       10      1       5       2       5       5       1       5       3       0       1       4       4       
Vardas458           Pavardė458         3       3       4       6       6       1       5       9       5       2       3       2       10      7       0       6       
Vardas459           Pavardė459         8       9       0       0       10      9       5       9       3       5       7       4       2       4       5       2       
Vardas460           Pavardė460         6       9       10      7       4       2       1       5       8       5       2       3       6       8       3       7       
Vardas461           Pavardė461         7       3       1       9       7       1       6       9       4       7       2       10      0       6       7       1       
Vardas462           Pavardė462         0       7       5       7       3       8       2       2       10      2       6       1       0       4       4       8       
Vardas463           Pavardė463         4       8       2       7       9       7       0       3       3       4       4       2       2       2       5       0       
Vardas464           Pavardė464         8       9       0       8       4       4       0       7       7       3       6       0       10      8       5       4       
Vardas465           Pavardė465         7       2       10      9       9       0       10      4       5       0       10      10      4       10      9       10      
Vardas466           Pavardė466         2       7       4       5       10      9       5       8       5       5       10      9       3       6       9       1       
Vardas467           Pavardė467         9       10      1       4       4       9       9       5       4       10      5       8       8       10      10      10      
Vardas468           Pavardė468         2       1       9       8       5       4       6       10      9       8       4       4       9       7       5       2       
Vardas469           Pavardė469         1       0       1       6       6       3       9       7       9       7       7       4       10      9       3       0       
Vardas470           Pavardė470         9       5       2       3       6       6       7       7       10      0       5       0       6       9       5       1       
Vardas471           Pavardė471         9       4       9       1       5       0       3       2       1       2       1       9       1       4       7       10      
Vardas472           Pavardė472         6       10      1       2       7       8       7       4       8       10      8       7       3       9       4       7       
Vardas473           Pavardė473         3       2       0       1       1       6       7       9       3       0       6       1       0       9       8       6       
Vardas474           Pavardė474         10      10      2       1       5       6       6       9       4       4       4       10      4       4       2       1       
Vardas475           Pavardė475         6       1       2       6       3       0       7       5       4       6       8       5       8       2       9       2       
Vardas476           Pavardė476         7       7       3       3       1       6       4       5       2       5       3       0       1       0       4       1       
Vardas477           Pavardė477         6       6       8       4       4       0       1       8       10      0       3       4       8       1       5       10      
Vardas478           Pavardė478         8       10      2       4       6       0       0       3       5       2       3       7       7       4       3       4       
Vardas479           Pavardė479         5       3       2       4       0       6       7       2       6       7       0       10      10      1       3       1       
Vardas480           Pavardė480         8       5       9       3       7       8       5       2       6       0       8       6       3       5       6       9       
Vardas481           Pavardė481         0       7       5       5       0       0       6       5       10      2       6       0       6       8       4       2       
Vardas482           Pavardė482         9       9       10      7       7       9       10      4       7       2       1       6       3       2       2       4       
Vardas483           Pavardė483         10      6       3       1       5       4       0       7       10      10      7       2       7       3       8       5       
Vardas484           Pavardė484         7       2       9       9       1       4       9       10      7       9       5       3       0       10      6       6       
Vardas485           Pavardė485         0       6       10      3       6       1       4       0       8       7       4       9       4       10      5       10      
Vardas486           Pavardė486         3       9       10      2       9       1       10      10      2       2       6       9       3       8       4       2       
Vardas487           Pavardė487         8       7       2       1       9       1       2       8       7       7       0       3       8       1       6       3       
Vardas488           Pavardė488         10      9       8       10      8       10      5       8       3       5       0       5       3       7       7       9       
Vardas489           Pavardė489         8       9       5       0       3       7       10      9       2       9       7       5       0       8       5       9       
Vardas490           Pavardė490         7       4       5       0       8       7       8       3       3       1       8       5       10      6       0       3       
Vardas491           Pavardė491         10      2       8       0       0       1       9       10      3       0       8       4       3       4       4       10      
Vardas492           Pavardė492         2       9       4       6       3       4       5       6       2       10      4       5       7       7       3       0       
Vardas493           Pavardė493         1       5       4       6       10      7       8       5       10      3       9       7       2       9       5       7       
Vardas494           Pavardė494         1       4       7       0       8       7       0       10      0       10      8       6       0       3       2       0       
Vardas495           Pavardė495         7       10      3       1       7       2       10      6       10      2       8       3       9       6       6       9       
Vardas496           Pavardė496         4       1       5       2       5       2       9       5       6       7       1       7       8       8       5       5       
Vardas497           Pavardė497         8       0       1       5       1       5       5       5       5       4       10      6       0       9       2       5       
Vardas498           Pavardė498         9       10      1       6       1       0       3       9       3       2       3       8       4       10      9       8       
Vardas499           Pavardė499         10      8       0       7       6       6       1       1       7       5       8       4       1       2       1       0       
Vardas500           Pavardė500         1       10      4       7       0       6       4       10      0       9       5       3       9       2       10      6       
Vardas501           Pavardė501         4       5       5       4       1       10      6       5       4       0       7       7       2       6       9       1       
Vardas502           Pavardė502         10      2       8       1       6       3       0       2       6       5       1       7       1       9       3       0       
Vardas503           Pavardė503         5       2       8       5       6       7       8       9       8       6       10      9       2       6       4       5       
Vardas504           Pavardė504         0       0       3       1       9       1       4       4       9       1       10      4       4       8       7       1       
Vardas505           Pavardė505         10      10      8       4       9       0       2       10      10      7       8       5       6       1       7       10      
Vardas506           Pavardė506         10      2       3       10      4       1       2       6       8       0       3       8       10      5       6       9       
Vardas507           Pavardė507         1       3       10      5       8       5       9       1       0       0       7       6       1       8       9       6       
Vardas508           Pavardė508         0       3       3       0       5       1       10      1       7       1       5       3       8       3       7       2       
Vardas509           Pavardė509         10      0       3       8       1       4       2       5       10      3       4       6       9       3       7       7       
Vardas510           Pavardė510         4       7       7       2       2       0       10      7       6       9       0       4       10      1       0       10      
Vardas511           Pavardė511         4       3       1       0       6       7       3       8       10      8       6       9       1       0       2       6       
Vardas512           Pavardė512         2       6       7       5       0       9       7       10      3       7       8       5       8       10      1       5       
Vardas513           Pavardė513         1       9       2       7       8       6       8       7       0       7       10      7       5       1       10      2       
Vardas514           Pavardė514         6       0       3       3       3       0       3       6       6       6       6       4       1       0       6       6       
Vardas515           Pavardė515         9       2       9       8       8       10      4       4       9       1       4       4       10      3       2       5       
Vardas516           Pavardė516         2       9       8       1       9       2       2       1       1       2       5       7       0       1       9       3       
Vardas517           Pavardė517         5       0       6       3       0       3       3       4       6       10      3       6       6       8       4       6       
Vardas518           Pavardė518         3       1       4       0       0       1       1       3       4       9       7       8       5       1       3       10      
Vardas519           Pavardė519         7       4       8       7       1       3       7       9       7       1       7       8       5       7       6       0       
Vardas520           Pavardė520         6       4       3       7       8       1       6       5       0       6       5       5       2       7       9       6       
Vardas521           Pavardė521         0       6       3       0       5       0       4       8       2       1       8       5       1       9       6       8       
Vardas522           Pavardė522         8       3       3       5       9       1       4       3       2       3       3       5       5       8       9       6       
Vardas523           Pavardė523         1       3       0       7       2       6       5       2       10      2       0       4       10      2       2       0       
Vardas524           Pavardė524         5       5       3       1       0       2       0       7       8       9       5       4       2       2       4       3       
Vardas525           Pavardė525         9       0       4       8       2       3       1       2       7       5       1       9       3       7       4       0       
Vardas526           Pavardė526         10      2       2       3       3       5       3       3       1       2       9       8       7       9       3       6       
Vardas527           Pavardė527         8       4       5       10      0       2       10      3       10      0       0       1       3       7       2       1       
Vardas528           Pavardė528         7       1       6       1       7       1       6       7       5       2       1       1       0       7       8       9       
Vardas529           Pavardė529         7       3       8       1       2       10      8       5       1       1       10      9       4       3       2       3       
Vardas530           Pavardė530         9       8       10      9       9       4       3       1       5       5       3       10      2       0       8       6       
Vardas531           Pavardė531         9       3       3       0       3       8       1       3       9       2       2       9       6       1       4       2       
Vardas532           Pavardė532         2       5       8       9       7       9       2       9       7       8       7       1       8       9       9       4       
Vardas533           Pavardė533         2       5       4       3       7       5       0       9       10      5       4       5       5       7       2       2       
Vardas534           Pavardė534         10      5       0       5       7       8       9       7       3       0       8       6       1       4       5       0       
Vardas535           Pavardė535         7       2       4       7       0       10      6       0       10      4       2       4       4       8       2       0       
Vardas536           Pavardė536         4       4       7       1       4       0       1       7       10      5       5       8       5       2       0       4       
Vardas537           Pavardė537         6       1       3       0       3       0       4       8       8       9       5       4       10      10      7       7       
Vardas538           Pavardė538         9       0       2       6       5       5       8       0       8       0       6       2       6       0       5       4       
Vardas539           Pavardė539         4       5       5       0       2       10      10      2       2       2       5       5       3       6       6       0       
Vardas540           Pavardė540         7       0       3       4       8       6       10      3       3       4       9       9       6       8       0       5       
Vardas541           Pavardė541         7       8       0       0       5       10      2       0       0       10      6       7       2       9       8       3       
Vardas542           Pavardė542         1       5       3       4       3       6       1       5       3       5       4       10      4       6       3       7       
Vardas543           Pavardė543         7       6       10      5       7       6       4       10      7       2       3       4       6       10      5       5       
Vardas544           Pavardė544         10      1       8       6       5       3       5       0       1       8       10      9       10      9       2       8       
Vardas545           Pavardė545         4       7       3       6       7       4       6       2       0       8       3       3       4       4       1       1       
Vardas546           Pavardė546         4       10      9       4       1       9       4       3       9       8       0       7       1       3       8       8       
Vardas547           Pavardė547         3       1       9       1       10      6       9       10      3       10      2       7       7       1       5       5       
Vardas548           Pavardė548         6       7       7       3       4       5       9       4       9       10      6       9       10      3       1       2       
Vardas549           Pavardė549         6       1       1       4       8       2       0       6       3       5       1       9       4       8       2       2       
Vardas550           Pavardė550         6       6       2       5       8       5       9       5       6       10      4       5       2       6       1       9       
Vardas551           Pavardė551         2       8       2       10      3       0       3       5       7       7       10      5       1       2       7       9       
Vardas552           Pavardė552         6       7       8       6       2       8       0       2       5       4       4       6       0       0       2       9       
Vardas553           Pavardė553         1       4       2       9       10      4       0       3       3       8       5       4       4       0       4       1       
Vardas554           Pavardė554         0       2       6       2       1       2       2       3       5       10      4       9       3       7       0       10      
Vardas555           Pavardė555         5       1       1       1       2       1       10      3       8       6       1       1       2       4       10      2       
Vardas556           Pavardė556         1       8       9       3       1       4       6       5       5       2       2       6       2       9       10      10      
Vardas557           Pavardė557         10      10      1       8       5       4       2       8       8       6       8       2       9       1       1       9       
Vardas558           Pavardė558         3       2       8       1       9       2       8       2       8       6       3       0       5       2       10      8       
Vardas559           Pavardė559         1       7       8       9       0       10      8       0       2       7       9       7       1       3       2       0       
Vardas560           Pavardė560         1       3       8       10      6       4       5       9       0       10      5       8       7       4       4       8       
Vardas561           Pavardė561         5       8       6       1       0       3       2       8       2       6       2       10      5       5       2       3       
Vardas562           Pavardė562         4       2       6       6       7       3       7       4       3       3       6       10      9       5       5       7       
Vardas563           Pavardė563         8       10      0       4       9       3       8       5       6       7       2       5       1       1       9       6       
Vardas564           Pavardė564         5       7       0       0       6       4       2       1       1       10      8       6       6       6       10      8       
Vardas565           Pavardė565         1       7       3       9       2       7       1       6       7       6       8       10      4       2       3       0       
Vardas566           Pavardė566         9       0       3       2       8       4       6       1       4       4       6       9       4       1       3       9       
Vardas567           Pavardė567         10      4       1       5       8       0       3       7       5       6       8       10      8       3       7       0       
Vardas568           Pavardė568         7       3       6       3       6       7       2       3       1       6       4       1       4       3       1       8       
Vardas569           Pavardė569         4       7       10      10      10      4       10      5       8       10      8       3       10      7       1       4       
Vardas570           Pavardė570         5       0       5       9       1       7       3       8       3       1       3       3       10      7       5       5       
Vardas571           Pavardė571         7       3       3       6       8       6       9       3       7       5       3       9       1       1       4       9       
Vardas572           Pavardė572         6       9       4       7       8       0       2       0       4       2       3       6       2       9       9       2       
Vardas573           Pavardė573         0       9       2       2       6       2       9       8       2       7       5       1       7       3       6       1       
Vardas574           Pavardė574         1       7       1       4       7       1       1       7       0       8       2       7       10      4       0       6       
Vardas575           Pavardė575         0       10      2       9       9       2       4       8       2       5       8       2       3       10      5       8       
Vardas576           Pavardė576         1       7       9       5       5       7       7       1       9       3       3       8       1       8       5       4       
Vardas577           Pavardė577         6       9       6       6       5       6       1       4       7       3       2       1       0       5       0       7       
Vardas578           Pavardė578         5       10      9       8       6       7       1       6       4       0       8       2       7       2       8       7       
Vardas579           Pavardė579         0       9       1       6       10      9       5       6       10      10      1       7       5       10      0       4       
Vardas580           Pavardė580         10      9       10      3       6       5       6       6       7       4       7       7       0       6       9       0       
Vardas581           Pavardė581         10      6       8       4       6       10      4       8       9       7       1       8       4       4       5       10      
Vardas582           Pavardė582         4       3       3       6       3       7       5       2       1       1       4       9       3       4       5       8       
Vardas583           Pavardė583         7       4       8       9       2       7       4       4       3       1       2       0       10      6       7       6       
Vardas584           Pavardė584         5       5       1       0       7       6       1       4       7       9       0       4       1       4       4       10      
Vardas585           Pavardė585         4       4       10      3       9       5       1       4       9       0       3       10      4       6       10      9       
Vardas586           Pavardė586         1       4       6       9       4       2       0       10      1       2       3       8       9       5       3       2       
Vardas587           Pavardė587         2       2       7       9       0       3       2       9       10      2       7       7       3       8       8       0       
Vardas588           Pavardė588         5       2       4       6       4       6       3       8       2       5       2       10      10      2       4       10      
Vardas589           Pavardė589         5       3       6       3       4       3       1       2       6       7       0       1       1       7       8       4       
Vardas590           Pavardė590         3       4       3       4       3       1       2       2       7       7       5       2       9       9       6       3       
Vardas591           Pavardė591         4       5       3       8       1       3       2       6       6       7       7       1       10      0       3       4       
Vardas592           Pavardė592         2       0       8       0       1       3       0       9       0       7       6       3       1       9       1       4       
Vardas593           Pavardė593         4       3       7       7       5       0       6       7       7       8       6       4       0       4       8       10      
Vardas594           Pavardė594         3       2       7       1       9       2       7       8       9       7       4       1       5       10      8       4       
Vardas595           Pavardė595         0       10      2       3       3       3       0       4       10      9       7       10      9       1       10      10      
Vardas596           Pavardė596         8       0       4       8       0       10      3       3       1       0       0       0       10      6       2       7       
Vardas597           Pavardė597         1       4       3       10      6       9       10      8       7       8       0       1       10      6       8       10      
Vardas598           Pavardė598         0       10      6       7       9       7       4       3       3       10      7       8       0       0       7       1       
Vardas599           Pavardė599         3       10      0       3       4       10      5       10      10      10      6       9       1       6       4       4       
Vardas600           Pavardė600         10      2       10      7       7       7       0       10      10      3       6       3       6       8       7       4       
Vardas601           Pavardė601         5       2       5       0       9       8       1       10      8       6       10      4       1       2       3       10      
Vardas602           Pavardė602         10      5       6       8       9       0       9       3       6       2       7       5       2       7       3       3       
Vardas603           Pavardė603         1       9       6       1       5       3       10      1       5       10      6       4       4       1       8       9       
