Vardas           Pavardė         ND1              ND2              ND3              ND4              ND5              ND6              ND7              ND8              ND9              ND10             ND11             ND12             ND13             ND14             ND15             EGZ              
Vardas258        Pavardė258      1                6                4                3                1                7                2                4                1                7                6                5                4                0                8                1                
Vardas259        Pavardė259      5                4                8                2                3                4                3                1                2                1                3                7                0                5                8                8                
Vardas260        Pavardė260      6                3                3                3                3                9                9                8                5                4                6                4                7                5                6                6                
Vardas261        Pavardė261      3                2                10               9                6                10               10               0                10               9                10               4                5                7                7                5                
Vardas262        Pavardė262      2                7                0                4                0                2                1                3                2                4                9                5                2                10               8                2                
Vardas263        Pavardė263      5                8                9                6                1                9                5                2                1                4                2                3                7                7                10               4                
Vardas264        Pavardė264      8                1                0                3                1                4                3                7                8                9                4                2                10               3                5                3                
Vardas265        Pavardė265      6                10               2                2                7                1                0                6                2                3                2                1                10               4                6                10               
Vardas266        Pavardė266      8                4                8                0                4                9                7                7                4                6                9                6                3                1                6                3                
Vardas267        Pavardė267      5                8                6                10               5                2                4                10               1                8                3                4                2                7                0                9                
Vardas268        Pavardė268      6                1                6                3                10               8                1                10               5                9                10               10               2                9                2                10               
Vardas269        Pavardė269      0                7                0                8                6                10               9                10               2                8                5                2                3                5                2                7                
Vardas270        Pavardė270      10               3                8                5                3                7                8                7                6                3                9                4                10               2                4                2                
Vardas271        Pavardė271      9                8                7                6                3                4                8                6                10               2                2                10               3                4                6                8                
Vardas272        Pavardė272      7                5                4                0                9                4                3                5                8                8                1                4                9                6                1                4                
Vardas273        Pavardė273      0                5                6                1                1                9                3                2                1                10               5                1                9                5                8                6                
Vardas274        Pavardė274      6                2                5                2                6                5                3                1                4                1                7                10               9                10               7                5                
Vardas275        Pavardė275      1                0                4                5                3                8                9                3                1                1                4                5                7                2                9                6                
Vardas276        Pavardė276      7                9                9                2                4                7                10               4                3                6                4                1                8                0                9                7                
Vardas277        Pavardė277      7                6                0                6                2                7                2                4                10               10               8                6                10               9                10               6                
Vardas278        Pavardė278      1                10               1                9                6                1                10               10               5                6                10               4                5                4                5                3                
Vardas279        Pavardė279      7                1                9                3                9                2                4                6                8                9                5                1                2                7                10               8                
Vardas280        Pavardė280      8                8                7                5                7                4                8                3                0                0                0                10               8                0                7                7                
Vardas281        Pavardė281      7                8                9                10               10               5                3                10               9                8                1                9                4                6                5                3                
Vardas282        Pavardė282      3                4                2                10               7                2                10               4                8                4                5                7                8                10               9                5                
Vardas283        Pavardė283      1                3                4                2                0                2                9                0                6                10               1                8                9                0                0                7                
Vardas284        Pavardė284      0                8                5                8                7                1                2                7                3                6                5                10               6                6                5                0                
Vardas285        Pavardė285      3                10               9                9                1                3                2                1                6                5                5                4                3                6                10               8                
Vardas286        Pavardė286      9                9                8                0                10               3                2                7                3                1                10               1                7                5                10               7                
Vardas287        Pavardė287      9                1                6                4                1                0                7                10               3                8                7                10               4                10               1                10               
Vardas288        Pavardė288      4                10               3                8                6                10               1                7                2                2                5                5                5                8                1                10               
Vardas289        Pavardė289      6                10               6                9                10               8                10               2                10               3                0                7                10               7                8                8                
Vardas290        Pavardė290      1                3                4                6                2                3                7                10               6                4                4                3                4                6                4                6                
Vardas291        Pavardė291      7                9                9                4                7                4                3                2                5                9                6                10               9                6                5                1                
Vardas292        Pavardė292      0                10               4                0                3                5                0                7                7                4                2                3                6                3                4                7                
Vardas293        Pavardė293      9                8                1                5                2                1                4                6                5                3                0                7                7                2                0                10               
Vardas294        Pavardė294      8                3                6                5                9                2                4                1                10               10               1                2                9                10               1                9                
Vardas295        Pavardė295      5                0                6                8                6                2                10               4                0                1                2                4                0                10               0                9                
Vardas296        Pavardė296      3                5                8                3                10               1                0                0                2                9                8                1                8                5                0                7                
Vardas297        Pavardė297      6                8                0                10               8                10               3                7                9                1                3                2                6                6                7                6                
Vardas298        Pavardė298      0                10               0                3                4                2                0                1                1                2                7                1                5                0                4                4                
Vardas299        Pavardė299      10               4                0                6                1                5                9                2                4                1                8                1                4                2                10               7                
Vardas300        Pavardė300      9                2                3                0                0                6                5                1                4                0                2                8                0                1                10               0                
Vardas301        Pavardė301      10               2                9                8                3                7                4                7                5                5                0                3                0                8                3                6                
Vardas302        Pavardė302      4                2                0                2                9                2                10               0                2                8                7                9                10               3                1                10               
Vardas303        Pavardė303      8                4                0                2                9                8                4                1                5                10               4                2                7                9                3                7                
Vardas304        Pavardė304      9                1                9                9                8                6                9                9                6                6                4                7                9                9                3                10               
Vardas305        Pavardė305      1                4                10               0                6                10               1                8                10               0                0                9                4                1                9                4                
Vardas306        Pavardė306      7                9                8                3                10               3                9                0                4                8                4                7                0                9                6                6                
Vardas307        Pavardė307      10               7                10               10               6                8                7                6                9                0                4                0                2                6                0                7                
Vardas308        Pavardė308      5                5                4                8                4                5                7                8                1                5                5                1                0                1                2                3                
Vardas309        Pavardė309      1                6                4                9                9                4                0                6                6                7                6                10               7                2                3                9                
Vardas310        Pavardė310      1                7                10               8                6                1                10               5                9                9                4                1                4                7                0                10               
Vardas311        Pavardė311      8                5                9                1                1                9                7                6                1                9                6                2                8                1                9                8                
Vardas312        Pavardė312      9                7                4                8                7                10               0                5                0                9                7                6                4                10               3                3                
Vardas313        Pavardė313      8                4                0                10               1                8                4                8                4                6                6                1                2                1                1                1                
Vardas314        Pavardė314      2                5                10               5                8                7                4                0                1                10               3                5                6                2                7                0                
Vardas315        Pavardė315      2                5                6                4                1                0                2                9                9                10               7                10               9                10               6                4                
Vardas316        Pavardė316      9                0                1                6                4                9                5                8                8                7                9                2                4                10               0                0                
Vardas317        Pavardė317      1                4                7                6                9                4                6                8                7                9                3                9                9                9                5                6                
Vardas318        Pavardė318      10               3                9                2                3                7                8                2                2                1                6                6                7                1                3                8                
Vardas319        Pavardė319      1                7                1                0                0                0                10               10               7                9                7                4                0                4                0                0                
Vardas320        Pavardė320      4                5                3                7                4                7                3                5                7                7                10               7                2                6                3                0                
Vardas321        Pavardė321      2                6                7                8                2                10               10               6                8                8                9                4                5                6                8                7                
Vardas322        Pavardė322      3                4                4                3                1                9                5                4                0                5                7                0                2                5                6                4                
Vardas323        Pavardė323      8                0                3                10               2                4                1                8                8                7                2                0                1                5                5                7                
Vardas324        Pavardė324      2                0                1                1                9                2                7                5                3                1                8                5                10               6                10               1                
Vardas325        Pavardė325      7                5                4                2                3                1                4                10               6                6                10               7                3                10               4                9                
Vardas326        Pavardė326      3                8                3                5                3                3                8                0                0                7                5                5                6                0                9                3                
Vardas327        Pavardė327      0                0                1                9                0                10               5                7                9                2                3                5                1                4                1                9                
Vardas328        Pavardė328      6                2                8                6                7                9                2                8                0                3                4                8                8                3                7                10               
Vardas329        Pavardė329      9                2                1                9                4                3                10               8                0                8                6                2                5                10               2                0                
Vardas330        Pavardė330      7                4                10               10               6                8                0                2                0                9                6                0                3                1                6                7                
Vardas331        Pavardė331      8                4                3                6                9                8                0                1                0                3                6                4                3                9                3                7                
Vardas332        Pavardė332      5                5                8                0                5                5                9                4                1                9                7                3                6                6                9                9                
Vardas333        Pavardė333      4                6                2                7                2                9                6                4                5                4                10               0                7                1                9                7                
Vardas334        Pavardė334      6                7                5                8                0                7                4                4                4                10               3                0                0                9                7                3                
Vardas335        Pavardė335      7                4                7                5                6                2                1                9                8                8                10               4                7                8                0                10               
Vardas336        Pavardė336      8                7                8                0                4                5                3                4                7                2                2                3                5                7                3                2                
Vardas337        Pavardė337      10               5                9                9                2                4                10               4                1                3                7                4                10               2                5                5                
Vardas338        Pavardė338      3                4                8                0                1                1                9                2                10               8                3                6                1                7                9                4                
Vardas339        Pavardė339      4                3                9                10               3                9                9                5                2                10               7                5                2                6                1                3                
Vardas340        Pavardė340      0                2                8                0                6                2                3                1                3                7                10               2                7                3                1                4                
Vardas341        Pavardė341      0                7                0                1                2                2                10               2                6                6                3                4                4                3                2                0                
Vardas342        Pavardė342      10               3                8                10               8                10               2                7                1                0                1                2                5                1                3                4                
Vardas343        Pavardė343      10               0                0                0                6                7                9                10               10               5                5                1                0                0                0                5                
Vardas344        Pavardė344      9                5                1                10               10               9                3                5                10               6                1                5                0                10               9                7                
Vardas345        Pavardė345      7                5                6                6                8                10               4                10               1                8                8                5                0                7                9                7                
Vardas346        Pavardė346      7                4                8                8                10               9                0                9                0                4                2                6                1                9                2                8                
Vardas347        Pavardė347      6                3                4                4                6                3                4                7                8                10               9                9                5                6                5                3                
Vardas348        Pavardė348      10               9                10               4                4                8                10               9                6                2                10               2                8                9                4                9                
Vardas349        Pavardė349      9                0                3                5                1                2                3                3                10               10               6                1                0                2                7                8                
Vardas350        Pavardė350      2                3                7                5                6                5                6                8                10               10               5                4                0                5                7                0                
Vardas351        Pavardė351      3                4                8                5                4                9                6                2                9                4                1                8                6                0                7                0                
Vardas352        Pavardė352      9                5                8                9                6                8                1                6                8                5                7                10               3                10               9                10               
Vardas353        Pavardė353      6                3                3                5                1                8                6                3                8                7                0                9                10               5                9                9                
Vardas354        Pavardė354      10               10               10               9                10               4                4                6                9                2                1                3                6                1                7                10               
Vardas355        Pavardė355      8                8                1                6                10               7                1                10               0                9                5                1                8                10               1                8                
Vardas356        Pavardė356      4                7                6                0                8                10               0                5                7                10               8                4                6                1                10               6                
Vardas357        Pavardė357      2                1                3                5                9                4                7                8                2                7                10               7                6                7                10               4                
Vardas358        Pavardė358      2                1                1                9                3                5                9                1                5                2                3                2                1                0                6                7                
Vardas359        Pavardė359      9                4                8                6                0                1                2                5                7                9                10               8                7                6                10               1                
Vardas360        Pavardė360      8                2                4                10               10               6                2                7                3                7                6                9                0                9                10               8                
Vardas361        Pavardė361      9                0                5                4                2                9                6                9                9                0                8                3                6                5                5                0                
Vardas362        Pavardė362      10               10               1                9                4                1                0                2                3                9                2                3                1                3                10               7                
Vardas363        Pavardė363      3                3                4                1                5                0                2                7                8                1                0                0                0                0                0                2                
Vardas364        Pavardė364      1                5                0                0                8                10               7                6                7                10               6                2                7                0                4                8                
Vardas365        Pavardė365      4                3                8                8                1                0                6                6                9                2                3                9                5                10               10               8                
Vardas366        Pavardė366      5                3                1                5                0                2                7                4                2                6                3                7                10               0                10               9                
Vardas367        Pavardė367      7                1                0                4                9                3                6                1                8                3                6                4                3                10               0                3                
Vardas368        Pavardė368      2                5                6                6                0                7                1                10               0                4                4                5                10               0                2                7                
Vardas369        Pavardė369      3                1                5                6                1                7                3                5                5                10               1                3                10               5                1                7                
Vardas370        Pavardė370      8                7                4                3                6                6                6                8                6                9                2                2                0                9                4                4                
Vardas371        Pavardė371      3                3                1                8                7                5                4                4                9                1                2                3                10               9                0                8                
Vardas372        Pavardė372      7                2                1                0                4                1                2                0                9                8                7                4                4                3                8                7                
Vardas373        Pavardė373      3                10               4                7                2                2                9                2                10               4                6                6                9                7                4                5                
Vardas374        Pavardė374      9                2                9                2                5                3                4                6                5                7                0                3                4                2                7                0                
Vardas375        Pavardė375      2                7                9                1                5                10               8                1                3                6                10               8                2                7                6                4                
Vardas376        Pavardė376      3                1                1                2                4                9                9                4                3                7                9                2                4                0                3                1                
Vardas377        Pavardė377      8                1                8                2                7                6                5                0                6                3                7                4                5                10               6                7                
Vardas378        Pavardė378      0                3                8                10               6                2                5                7                0                8                6                3                5                5                4                10               
Vardas379        Pavardė379      6                0                0                9                6                4                8                4                7                3                2                3                6                3                3                8                
Vardas380        Pavardė380      3                1                9                6                9                10               10               2                5                4                10               1                8                2                5                9                
Vardas381        Pavardė381      6                2                7                2                7                8                6                2                0                1                5                5                6                6                6                6                
Vardas382        Pavardė382      0                10               1                4                6                3                9                1                5                3                7                0                5                4                5                1                
Vardas383        Pavardė383      2                10               9                8                5                8                10               6                8                2                4                8                2                6                1                6                
Vardas384        Pavardė384      7                0                5                5                2                4                8                7                5                8                8                10               4                0                1                10               
Vardas385        Pavardė385      5                5                5                3                10               7                9                4                4                2                1                1                1                4                10               1                
Vardas386        Pavardė386      4                8                1                6                2                5                6                6                8                8                4                3                2                3                6                8                
Vardas387        Pavardė387      10               6                3                6                3                8                0                7                1                10               0                2                6                5                0                5                
Vardas388        Pavardė388      0                9                10               3                7                9                10               4                5                3                3                5                9                3                2                7                
Vardas389        Pavardė389      7                4                2                10               6                2                9                8                8                0                7                4                3                9                2                3                
Vardas390        Pavardė390      0                6                0                0                7                0                7                6                7                1                5                4                2                6                2                10               
Vardas391        Pavardė391      4                6                5                5                0                7                7                2                8                6                1                10               2                5                10               10               
Vardas392        Pavardė392      7                9                7                5                5                2                9                0                1                6                8                8                8                2                5                0                
Vardas393        Pavardė393      8                8                3                10               2                0                5                8                4                2                10               4                3                3                8                1                
Vardas394        Pavardė394      6                4                3                3                4                4                3                2                2                2                0                5                9                2                2                8                
Vardas395        Pavardė395      8                6                6                7                4                2                7                0                10               0                2                2                4                5                3                4                
Vardas396        Pavardė396      10               9                1                4                7                7                4                8                1                8                5                9                1                4                7                0                
Vardas397        Pavardė397      3                0                2                1                2                1                9                10               10               0                10               2                3                6                3                1                
Vardas398        Pavardė398      7                7                6                3                1                3                3                8                9                5                2                10               3                0                5                8                
Vardas399        Pavardė399      4                7                0                4                7                7                9                10               1                6                0                10               6                5                2                1                
Vardas400        Pavardė400      0                10               1                0                7                2                4                1                4                2                1                2                10               6                10               1                
Vardas401        Pavardė401      9                3                7                5                2                4                5                2                7                4                6                9                1                5                3                3                
Vardas402        Pavardė402      0                2                4                2                9                0                2                3                4                1                10               2                9                4                5                6                
Vardas403        Pavardė403      4                2                4                7                6                4                9                7                8                0                6                9                7                4                5                2                
Vardas404        Pavardė404      4                0                6                2                1                1                9                10               3                2                7                2                5                3                4                3                
