Vardas              Pavardė            ND1              ND2              ND3              ND4              ND5              ND6              ND7              ND8              ND9              ND10             ND11             ND12             ND13             ND14             ND15             EGZ              
Vardas234           Pavardė234         4                4                4                4                3                10               6                2                4                8                4                4                8                7                9                2                
Vardas235           Pavardė235         4                10               5                4                5                0                7                10               2                9                9                5                0                5                10               9                
Vardas236           Pavardė236         6                8                0                5                2                2                0                1                7                3                4                4                0                9                8                8                
Vardas237           Pavardė237         0                10               2                7                1                1                8                9                9                8                9                0                2                1                9                3                
Vardas238           Pavardė238         6                10               8                0                0                5                1                1                5                9                5                4                10               4                2                0                
Vardas239           Pavardė239         7                5                9                2                0                4                9                7                9                4                2                8                8                3                6                2                
Vardas24            Pavardė24          1                6                3                7                1                1                0                1                10               2                5                8                5                7                6                9                
Vardas240           Pavardė240         2                0                4                5                4                1                0                1                2                0                0                8                0                3                2                7                
Vardas241           Pavardė241         9                4                6                10               1                8                7                5                1                8                9                9                10               8                3                2                
Vardas242           Pavardė242         8                6                8                4                5                6                4                0                6                5                0                3                6                3                0                5                
Vardas243           Pavardė243         1                0                9                8                3                6                8                7                7                9                10               8                6                6                2                3                
Vardas244           Pavardė244         9                9                3                3                7                8                0                2                9                5                3                5                6                10               0                6                
Vardas245           Pavardė245         1                7                2                10               0                2                3                9                1                3                7                5                7                3                3                8                
Vardas246           Pavardė246         8                9                9                2                2                7                8                0                8                8                7                1                2                7                4                4                
Vardas247           Pavardė247         0                7                3                3                10               2                2                7                7                0                6                0                3                5                4                6                
Vardas248           Pavardė248         10               9                0                6                8                7                2                6                2                6                5                0                6                0                6                10               
Vardas249           Pavardė249         0                6                1                10               0                5                4                4                0                4                7                9                1                2                9                3                
Vardas25            Pavardė25          5                10               5                6                5                4                3                3                5                3                0                8                5                2                7                5                
Vardas250           Pavardė250         3                8                0                9                4                2                3                7                5                5                7                5                4                8                6                1                
Vardas251           Pavardė251         10               10               4                10               10               3                4                4                6                10               4                4                2                2                4                9                
Vardas252           Pavardė252         10               8                1                3                9                6                3                6                3                5                9                2                2                2                2                4                
Vardas253           Pavardė253         5                3                6                1                2                10               4                7                9                0                5                8                6                6                5                3                
Vardas254           Pavardė254         2                2                2                1                0                10               9                4                5                8                6                5                7                0                9                7                
Vardas255           Pavardė255         0                4                9                5                8                2                0                7                10               1                1                8                5                5                8                10               
Vardas256           Pavardė256         1                5                4                1                10               5                6                0                7                0                8                5                0                8                0                8                
Vardas257           Pavardė257         0                1                10               10               2                0                2                2                8                2                6                6                2                2                3                2                
Vardas258           Pavardė258         5                9                8                10               1                1                5                8                5                10               0                5                6                3                3                7                
Vardas259           Pavardė259         2                1                5                2                7                1                8                7                9                3                5                0                9                1                2                6                
Vardas26            Pavardė26          10               4                2                6                8                2                6                4                3                1                4                2                9                6                0                5                
Vardas260           Pavardė260         6                9                7                8                4                5                1                4                10               0                4                6                5                2                8                8                
Vardas261           Pavardė261         3                1                2                10               4                9                6                8                2                6                1                9                4                10               6                8                
Vardas262           Pavardė262         2                6                9                3                3                10               4                2                10               9                7                2                3                0                0                5                
Vardas263           Pavardė263         10               10               10               5                3                4                2                2                10               7                5                0                2                0                8                10               
Vardas264           Pavardė264         7                1                8                2                10               7                10               8                4                5                6                1                5                0                7                8                
Vardas265           Pavardė265         6                10               8                1                4                2                9                9                8                6                9                5                5                1                1                4                
Vardas266           Pavardė266         9                1                3                10               2                8                9                7                5                3                2                3                0                1                10               2                
Vardas267           Pavardė267         0                1                2                7                5                1                1                2                4                6                7                7                5                7                10               3                
Vardas268           Pavardė268         7                7                0                5                2                6                8                6                2                8                8                10               6                8                3                3                
Vardas269           Pavardė269         10               2                4                4                10               9                10               8                1                9                7                1                7                3                7                1                
Vardas27            Pavardė27          8                8                3                9                6                1                4                6                4                8                5                2                0                5                3                8                
Vardas270           Pavardė270         2                0                7                7                5                6                8                3                9                2                9                6                5                8                10               1                
Vardas271           Pavardė271         0                5                1                10               7                5                0                6                3                8                2                1                7                2                6                5                
Vardas272           Pavardė272         4                5                2                7                5                2                3                4                7                1                2                0                1                3                7                6                
Vardas273           Pavardė273         8                5                6                7                0                9                5                6                6                7                7                4                4                9                6                5                
Vardas274           Pavardė274         8                2                7                6                7                1                10               2                8                5                0                8                3                2                10               4                
Vardas275           Pavardė275         6                1                0                1                6                9                7                0                4                2                10               7                3                1                1                10               
Vardas276           Pavardė276         8                8                9                7                0                7                2                5                9                3                4                4                9                4                4                7                
Vardas277           Pavardė277         1                8                1                3                10               0                6                8                2                10               5                2                7                8                3                7                
Vardas278           Pavardė278         4                6                1                8                5                10               6                10               3                10               4                1                0                7                7                3                
Vardas279           Pavardė279         3                9                3                8                3                3                2                4                5                6                9                1                2                8                9                7                
Vardas28            Pavardė28          10               2                7                0                7                6                9                9                1                2                7                7                2                7                4                5                
Vardas280           Pavardė280         10               8                5                1                3                5                2                1                1                7                7                4                9                5                3                7                
Vardas281           Pavardė281         9                0                1                7                8                10               2                5                0                4                1                8                2                4                3                0                
Vardas282           Pavardė282         6                8                2                5                5                5                10               0                10               9                1                8                2                3                5                2                
Vardas283           Pavardė283         3                3                5                4                3                2                10               10               3                6                0                9                10               3                9                0                
Vardas284           Pavardė284         0                7                4                5                0                3                0                10               7                9                7                8                9                4                4                6                
Vardas285           Pavardė285         8                3                3                6                3                5                4                6                0                10               6                2                5                3                7                4                
Vardas286           Pavardė286         3                3                8                9                0                10               0                0                9                3                5                8                3                1                2                0                
Vardas287           Pavardė287         4                6                3                3                0                8                5                10               7                1                1                6                10               0                0                0                
Vardas288           Pavardė288         3                0                3                0                9                2                8                5                0                2                5                1                8                3                7                8                
Vardas289           Pavardė289         1                9                9                9                4                10               9                4                8                3                3                0                7                3                1                6                
Vardas29            Pavardė29          3                0                6                6                2                7                6                7                4                2                1                10               1                0                2                3                
Vardas290           Pavardė290         3                2                2                2                6                1                5                9                1                1                9                9                0                7                4                3                
Vardas291           Pavardė291         6                4                0                10               4                10               10               9                8                6                7                10               8                2                5                10               
Vardas292           Pavardė292         2                4                4                6                1                8                2                4                10               1                10               6                8                5                9                9                
Vardas293           Pavardė293         7                3                10               2                1                9                0                10               3                3                0                2                8                8                1                8                
Vardas294           Pavardė294         5                5                8                10               7                9                9                9                4                3                7                5                7                7                10               1                
Vardas295           Pavardė295         3                2                0                10               5                9                6                2                2                6                1                8                9                6                0                4                
Vardas296           Pavardė296         9                8                6                1                8                6                5                10               5                0                6                6                10               4                5                8                
Vardas297           Pavardė297         3                10               4                8                2                6                6                2                10               10               3                6                2                0                6                1                
Vardas298           Pavardė298         4                1                3                8                7                8                2                8                3                1                3                1                2                4                3                10               
Vardas299           Pavardė299         1                8                2                1                2                9                2                0                7                8                10               4                8                0                0                10               
Vardas3             Pavardė3           3                9                6                9                7                6                6                0                8                3                3                10               5                2                1                5                
Vardas30            Pavardė30          1                4                4                1                1                0                0                7                9                10               8                3                2                2                6                5                
Vardas300           Pavardė300         2                8                4                10               1                5                5                5                2                1                10               0                5                6                3                8                
Vardas301           Pavardė301         8                2                8                5                8                2                8                5                10               9                2                3                9                5                10               8                
Vardas302           Pavardė302         4                1                0                1                4                3                3                8                3                5                8                3                9                6                9                10               
Vardas303           Pavardė303         2                10               8                9                9                2                8                4                2                8                1                6                5                8                7                5                
Vardas304           Pavardė304         1                9                5                5                2                3                10               4                5                8                1                7                8                10               6                4                
Vardas305           Pavardė305         6                4                10               1                8                4                5                3                9                10               9                4                10               2                5                3                
Vardas306           Pavardė306         4                5                6                6                5                3                2                6                3                9                9                8                4                6                4                3                
Vardas307           Pavardė307         8                5                6                2                7                6                1                8                3                9                6                1                3                3                9                4                
Vardas308           Pavardė308         4                1                3                1                10               1                0                2                8                5                8                7                0                1                10               0                
Vardas309           Pavardė309         5                7                8                9                3                10               8                1                7                1                8                0                1                10               3                2                
Vardas31            Pavardė31          8                7                1                6                0                4                4                10               9                2                4                4                7                3                9                0                
Vardas310           Pavardė310         6                3                2                3                2                5                6                5                10               6                0                5                3                3                10               3                
Vardas311           Pavardė311         4                8                7                1                9                7                8                3                7                9                6                9                7                3                2                9                
Vardas312           Pavardė312         1                1                8                6                5                6                3                4                7                7                4                2                0                9                5                0                
Vardas313           Pavardė313         1                0                8                10               10               1                10               0                1                9                6                9                1                4                6                8                
Vardas314           Pavardė314         0                7                6                1                7                5                6                3                6                0                4                1                10               2                8                7                
Vardas315           Pavardė315         6                0                6                3                3                9                2                9                4                5                3                5                0                3                3                3                
Vardas316           Pavardė316         10               5                5                0                9                3                7                0                6                1                7                3                5                1                10               7                
Vardas317           Pavardė317         7                5                7                2                8                7                1                2                9                5                2                9                10               2                8                9                
Vardas318           Pavardė318         3                7                2                4                3                7                1                3                8                5                4                5                6                0                9                10               
Vardas319           Pavardė319         1                1                5                7                10               10               4                4                0                10               10               3                7                7                2                10               
Vardas32            Pavardė32          7                7                7                8                2                8                5                3                6                6                8                7                3                8                8                1                
Vardas320           Pavardė320         5                1                0                7                5                4                10               1                10               2                4                6                9                10               7                3                
Vardas321           Pavardė321         7                4                7                9                10               8                3                0                7                10               7                5                0                0                2                10               
Vardas322           Pavardė322         8                0                6                1                0                3                6                7                0                3                7                4                3                9                9                0                
Vardas323           Pavardė323         3                8                4                9                1                2                3                10               2                2                6                6                4                4                6                8                
Vardas324           Pavardė324         2                6                9                3                4                4                10               9                2                2                2                6                2                1                0                9                
Vardas325           Pavardė325         2                10               10               8                6                4                3                1                4                0                0                8                4                2                4                7                
Vardas326           Pavardė326         5                1                7                3                9                3                9                10               3                7                5                3                2                4                3                10               
Vardas327           Pavardė327         1                6                7                0                0                8                1                10               5                10               8                0                1                7                9                6                
Vardas328           Pavardė328         7                3                5                7                1                4                6                9                0                4                1                6                6                4                3                10               
Vardas329           Pavardė329         3                10               5                3                9                0                4                10               0                0                9                2                0                2                0                10               
Vardas33            Pavardė33          1                1                1                7                3                6                2                6                3                8                6                1                8                6                8                3                
Vardas330           Pavardė330         2                10               0                10               5                7                10               6                4                2                5                6                2                0                5                2                
Vardas331           Pavardė331         2                7                2                3                4                10               2                10               6                2                0                4                8                9                2                7                
Vardas332           Pavardė332         4                4                6                1                6                8                2                10               7                0                1                1                9                0                8                5                
Vardas333           Pavardė333         8                3                4                5                7                0                1                1                0                5                5                3                3                3                8                5                
Vardas334           Pavardė334         4                6                1                4                4                10               0                2                8                3                5                8                9                2                3                3                
Vardas335           Pavardė335         1                9                7                1                8                0                3                1                2                4                3                4                7                3                7                5                
Vardas336           Pavardė336         3                4                1                9                9                7                9                5                3                0                4                0                9                9                9                6                
Vardas337           Pavardė337         7                2                10               0                7                2                1                6                8                10               5                6                9                6                7                7                
Vardas338           Pavardė338         8                3                0                3                4                1                9                8                8                9                4                0                6                4                8                4                
Vardas339           Pavardė339         6                2                8                6                10               5                4                6                3                4                4                6                5                5                7                5                
Vardas34            Pavardė34          6                2                9                9                5                8                4                0                5                4                2                9                7                3                1                5                
Vardas340           Pavardė340         0                0                5                9                6                6                0                8                9                10               0                2                5                2                10               2                
Vardas341           Pavardė341         0                6                1                3                1                2                1                4                0                0                10               6                7                7                8                6                
Vardas342           Pavardė342         6                10               8                6                5                8                7                4                3                7                9                7                0                8                1                3                
Vardas343           Pavardė343         1                0                8                10               6                0                0                3                3                4                8                3                3                8                8                7                
Vardas344           Pavardė344         3                5                0                4                7                5                5                4                2                6                6                7                6                10               0                3                
Vardas345           Pavardė345         5                10               6                8                7                0                3                10               1                3                2                3                3                4                0                8                
Vardas346           Pavardė346         2                1                10               4                6                2                6                6                5                9                1                4                4                9                8                5                
Vardas347           Pavardė347         1                9                0                4                10               10               1                5                3                4                6                9                0                2                2                6                
Vardas348           Pavardė348         0                6                9                3                1                0                10               8                4                0                7                0                6                10               1                2                
Vardas349           Pavardė349         0                5                4                6                1                8                4                1                9                1                4                3                2                6                6                9                
Vardas35            Pavardė35          6                5                6                10               5                6                10               5                5                4                2                6                10               6                10               9                
Vardas350           Pavardė350         7                9                5                2                2                10               4                10               8                5                0                5                3                10               7                1                
Vardas351           Pavardė351         8                6                5                5                3                8                4                3                10               3                3                4                1                6                7                0                
Vardas352           Pavardė352         6                1                1                9                7                8                1                0                10               4                8                8                10               4                7                6                
Vardas353           Pavardė353         6                5                5                6                0                5                4                6                0                4                7                9                2                8                9                6                
Vardas354           Pavardė354         5                7                5                4                1                8                9                4                0                8                6                7                1                1                6                9                
Vardas355           Pavardė355         1                2                2                9                2                1                7                7                9                1                10               8                8                8                9                2                
Vardas356           Pavardė356         9                8                9                5                3                5                5                5                8                2                7                3                0                1                2                10               
Vardas357           Pavardė357         5                6                6                6                10               5                8                0                2                6                1                8                7                2                8                1                
Vardas358           Pavardė358         3                5                1                8                6                4                8                0                8                4                1                8                10               1                8                1                
Vardas359           Pavardė359         4                5                8                4                2                0                4                0                9                4                2                3                7                4                8                10               
Vardas36            Pavardė36          1                7                2                2                4                5                5                5                8                10               4                9                4                7                7                8                
Vardas360           Pavardė360         4                5                0                9                6                8                9                5                10               10               9                6                10               6                4                4                
Vardas361           Pavardė361         8                3                2                1                8                0                0                7                4                9                8                5                10               6                7                0                
Vardas362           Pavardė362         8                0                2                10               3                10               10               9                4                4                0                2                9                8                4                2                
Vardas363           Pavardė363         7                1                8                8                4                3                1                1                8                9                8                4                1                6                9                3                
